article_id,sales_channel_id,month_ts,demand,mean_price,detail_desc,product_type_name,graphical_appearance_name,colour_group_name,index_group_name,garment_group_name,lag_m1,price_change,month_num,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,channel_1,channel_2
108775044,2,2018-10-01,320,0.008191525,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,117.0,-0.0002569760000000008,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
108775044,2,2018-11-01,362,0.007823392,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,320.0,-0.00036813299999999965,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
108775044,2,2018-12-01,329,0.008297975,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,362.0,0.00047458300000000064,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
108775044,2,2019-01-01,513,0.008386064,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,329.0,8.808899999999953e-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2019-02-01,448,0.008123184,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,513.0,-0.00026288000000000006,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2019-03-01,490,0.008330647,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,448.0,0.00020746299999999974,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2019-04-01,857,0.008097285,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,490.0,-0.00023336200000000085,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108775044,2,2019-05-01,813,0.008199325,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,857.0,0.00010204000000000116,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108775044,2,2019-06-01,396,0.008241483,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,813.0,4.215800000000047e-05,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
108775044,2,2019-07-01,65,0.008322034,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,396.0,8.055099999999989e-05,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108775044,2,2019-08-01,50,0.007898305,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,65.0,-0.00042372900000000116,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
108775044,2,2019-09-01,15,0.00819548,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,50.0,0.0002971750000000002,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
108775044,2,2019-10-01,19,0.008047279,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,15.0,-0.00014820100000000058,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
108775044,2,2019-11-01,14,0.007587167,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,19.0,-0.0004601119999999995,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
108775044,2,2019-12-01,20,0.008177966,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,14.0,0.0005907990000000004,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
108775044,2,2020-01-01,23,0.008363301,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,20.0,0.00018533500000000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2020-02-01,19,0.008126673,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,23.0,-0.00023662800000000088,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2020-03-01,16,0.007994703,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,19.0,-0.00013196999999999862,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
108775044,2,2020-04-01,60,0.007820621,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,16.0,-0.00017408200000000075,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108775044,2,2020-05-01,57,0.008246209,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,60.0,0.0004255879999999993,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108775044,2,2020-06-01,80,0.008109534,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,57.0,-0.0001366749999999993,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
108775044,2,2020-07-01,38,0.008336307,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,80.0,0.00022677299999999956,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108775044,2,2020-08-01,18,0.008285311,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,38.0,-5.0995999999999334e-05,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
108775044,2,2020-09-01,10,0.008457627,Jersey top with narrow shoulder straps.,Vest top,Solid,White,Ladieswear,Jersey Basic,18.0,0.00017231600000000048,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111565001,1,2018-10-01,114,0.005625632,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,45.0,0.00012280699999999995,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0
111565001,1,2018-11-01,121,0.006458187,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,114.0,0.0008325549999999996,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111565001,1,2018-12-01,213,0.006850084,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,121.0,0.0003918970000000004,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
111565001,1,2019-01-01,111,0.006824553,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,213.0,-2.553100000000051e-05,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2019-02-01,138,0.007051216,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,111.0,0.0002266630000000002,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2019-03-01,79,0.007128084,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,138.0,7.68679999999999e-05,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2019-04-01,43,0.005846669,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,79.0,-0.0012814150000000002,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111565001,1,2019-05-01,77,0.002748404,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,43.0,-0.003098265,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111565001,1,2019-06-01,41,0.001485738,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,77.0,-0.001262666,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
111565001,1,2019-07-01,29,0.004757452,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,41.0,0.003271714,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
111565001,1,2019-08-01,48,0.006342161,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,29.0,0.0015847090000000001,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111565001,1,2019-09-01,51,0.006359588,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,48.0,1.7427000000000414e-05,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111565001,1,2019-10-01,132,0.006615948,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,51.0,0.00025635999999999975,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0
111565001,1,2019-11-01,143,0.006460709,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,132.0,-0.00015523899999999972,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111565001,1,2019-12-01,200,0.006628983,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,143.0,0.0001682739999999995,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
111565001,1,2020-01-01,148,0.006222286,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,200.0,-0.00040669700000000013,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2020-02-01,150,0.006898983,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,148.0,0.0006766970000000004,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2020-03-01,44,0.006497689,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,150.0,-0.00040129399999999996,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111565001,1,2020-05-01,25,0.007388475,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,44.0,0.0008907860000000002,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111565001,1,2020-06-01,28,0.007059927,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,25.0,-0.00032854800000000055,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
111565001,1,2020-07-01,79,0.003299077,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,28.0,-0.0037608499999999996,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
111565001,1,2020-08-01,34,0.002544865,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,79.0,-0.0007542120000000002,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111565001,1,2020-09-01,22,0.002588598,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,34.0,4.3733000000000227e-05,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111565001,2,2018-10-01,192,0.008168785,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,60.0,-0.00022528299999999973,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
111565001,2,2018-11-01,98,0.008289519,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,192.0,0.00012073400000000081,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111565001,2,2018-12-01,235,0.008291958,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,98.0,2.4389999999999135e-06,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111565001,2,2019-01-01,334,0.007738963,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,235.0,-0.0005529950000000006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2019-02-01,171,0.008180593,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,334.0,0.00044163000000000015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2019-03-01,71,0.008353784,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,171.0,0.00017319099999999962,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2019-04-01,67,0.008129775,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,71.0,-0.00022400899999999897,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
111565001,2,2019-05-01,52,0.008220991,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,67.0,9.121599999999987e-05,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
111565001,2,2019-06-01,6,0.007276836,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,52.0,-0.0009441550000000003,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
111565001,2,2019-07-01,1,0.008237288,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,6.0,0.0009604520000000005,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
111565001,2,2019-08-01,39,0.008223381,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,1.0,-1.3907000000000502e-05,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
111565001,2,2019-09-01,100,0.008176102,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,39.0,-4.7279000000000765e-05,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111565001,2,2019-10-01,97,0.008251442,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,100.0,7.534000000000013e-05,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
111565001,2,2019-11-01,123,0.007322723,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,97.0,-0.0009287189999999997,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111565001,2,2019-12-01,162,0.006614459,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,123.0,-0.0007082640000000001,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111565001,2,2020-01-01,201,0.006952188,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,162.0,0.00033772900000000015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2020-02-01,191,0.006572455,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,201.0,-0.00037973300000000015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2020-03-01,118,0.00676185,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,191.0,0.0001893950000000002,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111565001,2,2020-04-01,115,0.006700368,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,118.0,-6.148199999999986e-05,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
111565001,2,2020-05-01,101,0.006716899,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,115.0,1.6531000000000184e-05,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
111565001,2,2020-06-01,80,0.00665,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,101.0,-6.689900000000047e-05,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
111565001,2,2020-07-01,68,0.0065,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,80.0,-0.00014999999999999996,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
111565001,2,2020-08-01,41,0.007095494,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,68.0,0.0005954940000000002,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
111565001,2,2020-09-01,73,0.007272812,"Semi shiny nylon stockings with a wide, reinforced trim at the top. Use with a suspender belt. 20 denier.",Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,41.0,0.0001773180000000001,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111609001,1,2018-10-01,154,0.009868479,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,66.0,0.00046118599999999885,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0
111609001,1,2018-11-01,217,0.010031399,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,154.0,0.00016292000000000043,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111609001,1,2018-12-01,173,0.0106066425002448,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,217.0,0.0005752435002448,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
111609001,1,2019-01-01,83,0.0105801511129262,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,173.0,-2.6491387318599083e-05,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2019-02-01,70,0.010149153,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,83.0,-0.0004309981129262015,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2019-03-01,47,0.0107475658131986,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,70.0,0.0005984128131986,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2019-04-01,29,0.0111437755698421,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,47.0,0.0003962097566435011,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111609001,1,2019-05-01,28,0.008939467,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,29.0,-0.002204308569842101,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111609001,1,2019-06-01,26,0.009212516,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,28.0,0.0002730490000000009,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
111609001,1,2019-07-01,24,0.005925141,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,26.0,-0.0032873750000000004,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
111609001,1,2019-08-01,31,0.006657736,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,24.0,0.000732595,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111609001,1,2019-09-01,79,0.009284274,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,31.0,0.0026265380000000003,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111609001,1,2019-10-01,145,0.00975453,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,79.0,0.0004702560000000005,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0
111609001,1,2019-11-01,168,0.0100157384987893,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,145.0,0.0002612084987892987,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111609001,1,2019-12-01,210,0.008984342,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,168.0,-0.0010313964987893002,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
111609001,1,2020-01-01,99,0.008442904,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,210.0,-0.000541438,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2020-02-01,73,0.009055491,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,99.0,0.0006125870000000012,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2020-03-01,16,0.010974576,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,73.0,0.0019190849999999992,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111609001,1,2020-05-01,13,0.008242503,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,16.0,-0.002732073,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111609001,1,2020-06-01,21,0.007410815,Opaque matt tights. 200 denier.,Underwear Tights,Solid,Black,Ladieswear,Socks and Tights,13.0,-0.0008316879999999997,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
