userId,title,rating
3,WALL-E,2
3,Titanic,4
3,Avatar,4
3,The Avengers,4
3,Iron Man,4
3,Spider-Man,5
3,Batman Begins,4
3,Wonder Woman,5
3,Black Panther,5
3,Guardians of the Galaxy,4
3,The Notebook,4
3,Pride and Prejudice,4
3,La La Land,4
3,A Star Is Born,4
3,Crazy Rich Asians,4
3,The Fault in Our Stars,5
3,Me Before You,4
3,Superbad,5
3,The Hangover,3
3,Bridesmaids,3
3,Step Brothers,2
3,A Quiet Place,3
3,The Exorcist,2
3,Halloween,2
4,The Dark Knight,3
4,Pulp Fiction,1
4,Goodfellas,3
4,Inception,3
4,The Usual Suspects,4
4,Saving Private Ryan,2
4,The Green Mile,4
4,Interstellar,3
4,Memento,3
4,Up,5
4,WALL-E,3
4,Spider-Man,2
4,Black Panther,1
4,Guardians of the Galaxy,2
4,The Notebook,4
4,La La Land,3
4,A Star Is Born,2
4,The Fault in Our Stars,5
4,The Hangover,4
4,Bridesmaids,4
4,Step Brothers,5
4,Anchorman,4
4,Wedding Crashers,4
4,Mean Girls,5
4,21 Jump Street,4
4,Tropic Thunder,4
4,The Conjuring,4
4,Get Out,5
4,A Quiet Place,3
4,It,4
4,Hereditary,3
4,The Exorcist,4
4,The Shining,5
4,Halloween,3
4,Scream,4
4,Nightmare on Elm Street,4
5,The Shawshank Redemption,3
5,The Godfather,3
5,Pulp Fiction,3
5,The Matrix,3
5,Fight Club,3
5,The Silence of the Lambs,2
5,The Usual Suspects,3
5,Gladiator,3
5,The Green Mile,3
5,Schindler's List,2
5,Braveheart,2
5,The Departed,1
5,Interstellar,3
5,The Prestige,2
5,Memento,3
5,Django Unchained,1
5,Toy Story,3
5,Inside Out,3
5,Moana,2
5,Coco,4
5,Monsters Inc,3
5,Avatar,3
5,The Avengers,3
5,Iron Man,4
5,Spider-Man,1
5,Batman Begins,3
5,Black Panther,1
5,Guardians of the Galaxy,2
5,A Star Is Born,3
5,Crazy Rich Asians,2
5,The Fault in Our Stars,2
5,Superbad,4
5,The Hangover,4
5,Bridesmaids,5
5,Step Brothers,4
5,Anchorman,3
5,Wedding Crashers,4
5,Mean Girls,4
5,21 Jump Street,3
5,Tropic Thunder,4
5,The Conjuring,5
5,Get Out,5
5,A Quiet Place,4
5,It,4
5,Hereditary,4
5,The Exorcist,5
5,The Shining,4
5,Halloween,4
5,Scream,4
5,Nightmare on Elm Street,5
6,The Shawshank Redemption,3
6,The Godfather,3
6,The Dark Knight,3
6,The Matrix,3
6,Fight Club,4
6,The Silence of the Lambs,4
6,Se7en,3
6,Gladiator,4
6,Braveheart,2
6,The Departed,3
6,Interstellar,2
6,The Prestige,3
6,Memento,3
6,Django Unchained,3
6,The Lion King,4
6,Toy Story,4
6,Finding Nemo,4
6,Up,3
6,Inside Out,4
6,Frozen,4
6,Moana,3
6,Coco,4
6,WALL-E,4
6,Monsters Inc,4
6,Titanic,4
6,Avatar,3
6,The Avengers,4
6,Iron Man,5
6,Spider-Man,4
6,Batman Begins,4
6,Wonder Woman,4
6,Black Panther,4
6,Guardians of the Galaxy,4
6,The Notebook,5
6,La La Land,3
6,A Star Is Born,3
6,Crazy Rich Asians,3
6,The Fault in Our Stars,3
6,Superbad,3
6,The Hangover,2
6,Bridesmaids,2
6,Step Brothers,2
6,Anchorman,3
6,Wedding Crashers,3
6,21 Jump Street,1
6,Tropic Thunder,3
6,The Conjuring,3
6,Get Out,3
6,It,3
6,Hereditary,3
6,Halloween,3
6,Scream,2
6,Nightmare on Elm Street,3
7,The Godfather,2
7,Pulp Fiction,3
7,The Matrix,3
7,Inception,3
7,Se7en,3
7,The Usual Suspects,4
7,The Green Mile,3
7,Braveheart,3
7,Interstellar,1
7,The Prestige,3
7,Memento,4
7,Django Unchained,3
7,The Lion King,1
7,Finding Nemo,3
7,Up,3
7,Moana,1
7,Coco,1
7,Monsters Inc,3
7,Titanic,4
7,Avatar,4
7,The Avengers,5
7,Iron Man,5
7,Spider-Man,5
7,Batman Begins,4
7,Wonder Woman,5
7,Black Panther,3
7,Guardians of the Galaxy,5
7,The Notebook,5
7,Pride and Prejudice,3
7,La La Land,3
7,A Star Is Born,5
7,Crazy Rich Asians,4
7,The Fault in Our Stars,4
7,Me Before You,5
7,Superbad,4
7,Anchorman,3
7,Wedding Crashers,1
7,Mean Girls,3
7,21 Jump Street,4
7,Tropic Thunder,2
7,The Conjuring,3
7,Get Out,3
7,A Quiet Place,4
7,It,4
7,Hereditary,1
7,The Exorcist,2
7,The Shining,3
7,Scream,3
8,The Shawshank Redemption,3
8,The Godfather,3
8,The Dark Knight,4
8,Pulp Fiction,3
8,Forrest Gump,3
8,The Matrix,4
8,Goodfellas,1
8,Fight Club,2
8,The Silence of the Lambs,3
8,Se7en,2
8,The Usual Suspects,2
8,Saving Private Ryan,3
8,The Green Mile,1
8,Schindler's List,2
8,The Departed,3
8,The Prestige,4
8,Django Unchained,2
8,The Lion King,2
8,Toy Story,2
8,Finding Nemo,3
8,Up,3
8,Inside Out,1
8,Frozen,3
8,Moana,2
8,Coco,2
8,WALL-E,3
8,Titanic,5
8,Avatar,5
8,The Avengers,4
8,Iron Man,4
8,Spider-Man,4
8,Batman Begins,4
8,Wonder Woman,5
8,Black Panther,5
8,Guardians of the Galaxy,4
8,The Notebook,3
8,Pride and Prejudice,4
8,La La Land,3
8,A Star Is Born,4
8,Crazy Rich Asians,5
8,The Fault in Our Stars,5
8,Me Before You,4
8,Superbad,4
8,The Hangover,3
8,Step Brothers,5
8,Wedding Crashers,3
8,Tropic Thunder,3
8,The Conjuring,1
8,Get Out,2
8,A Quiet Place,3
8,It,2
8,Hereditary,1
8,The Exorcist,3
8,Halloween,3
8,Nightmare on Elm Street,2
9,The Shawshank Redemption,3
9,The Dark Knight,2
9,Pulp Fiction,2
9,The Matrix,2
9,Goodfellas,1
9,Fight Club,2
9,Inception,4
9,Gladiator,4
9,Saving Private Ryan,3
9,The Green Mile,3
9,Schindler's List,3
9,Braveheart,3
9,The Departed,3
9,Interstellar,3
9,The Prestige,4
9,Memento,3
9,Django Unchained,1
9,The Lion King,3
9,Finding Nemo,4
9,Inside Out,3
9,Moana,4
9,Coco,3
9,WALL-E,4
9,Titanic,5
9,Avatar,4
9,The Avengers,5
9,Iron Man,5
9,Spider-Man,4
9,Batman Begins,5
9,Wonder Woman,3
9,Black Panther,4
9,Guardians of the Galaxy,4
9,The Notebook,4
9,Pride and Prejudice,4
9,La La Land,4
9,A Star Is Born,4
9,Crazy Rich Asians,4
9,The Fault in Our Stars,3
9,Me Before You,3
9,Superbad,4
9,The Hangover,3
9,Bridesmaids,2
9,Step Brothers,2
9,Wedding Crashers,1
9,Mean Girls,4
9,21 Jump Street,3
9,The Conjuring,3
9,Get Out,3
9,A Quiet Place,3
9,It,4
9,Hereditary,3
9,The Shining,1
9,Scream,2
9,Nightmare on Elm Street,3
10,The Shawshank Redemption,2
10,The Godfather,3
10,The Dark Knight,2
10,Pulp Fiction,3
10,Forrest Gump,2
10,Goodfellas,3
10,The Silence of the Lambs,2
10,Se7en,2
10,The Usual Suspects,3
10,The Green Mile,2
10,Schindler's List,4
10,Braveheart,4
10,The Departed,1
10,Interstellar,3
10,The Prestige,3
10,Memento,3
10,Inside Out,3
10,Frozen,2
10,Coco,2
10,WALL-E,3
10,Monsters Inc,3
10,Avatar,3
10,The Avengers,2
10,Iron Man,3
10,Batman Begins,4
10,Wonder Woman,3
10,Black Panther,4
10,Guardians of the Galaxy,3
10,Me Before You,2
10,Superbad,3
10,The Hangover,5
10,Bridesmaids,4
10,Step Brothers,4
10,Anchorman,4
10,Wedding Crashers,4
10,Mean Girls,4
10,21 Jump Street,4
10,Tropic Thunder,5
10,The Conjuring,4
10,Get Out,5
10,A Quiet Place,5
10,It,4
10,Hereditary,4
10,The Exorcist,4
10,The Shining,4
10,Halloween,4
10,Scream,4
10,Nightmare on Elm Street,4
11,The Godfather,3
11,The Dark Knight,2
11,Pulp Fiction,4
11,Forrest Gump,3
11,Goodfellas,2
11,Fight Club,3
11,Inception,3
11,The Silence of the Lambs,4
11,Gladiator,3
11,The Green Mile,3
11,Schindler's List,3
11,The Departed,2
11,Interstellar,3
11,The Prestige,4
11,Django Unchained,3
11,Toy Story,2
11,Finding Nemo,2
11,Up,1
11,Frozen,4
11,Coco,3
11,WALL-E,1
11,Monsters Inc,3
11,Titanic,2
11,Spider-Man,2
11,Wonder Woman,3
11,Guardians of the Galaxy,3
11,The Notebook,3
11,Pride and Prejudice,5
11,La La Land,5
11,A Star Is Born,5
11,Crazy Rich Asians,5
11,The Fault in Our Stars,5
11,Me Before You,4
11,Superbad,5
11,The Hangover,2
11,Bridesmaids,4
11,Step Brothers,4
11,Anchorman,5
11,Wedding Crashers,4
11,Mean Girls,4
11,21 Jump Street,5
11,Tropic Thunder,4
11,The Conjuring,3
11,Hereditary,2
11,The Shining,3
11,Halloween,3
11,Scream,2
12,The Shawshank Redemption,3
12,The Godfather,1
12,Pulp Fiction,2
12,The Matrix,4
12,Goodfellas,4
12,Fight Club,3
12,Inception,3
12,The Silence of the Lambs,3
12,Se7en,3
12,The Usual Suspects,3
12,Saving Private Ryan,3
12,Schindler's List,3
12,Braveheart,3
12,The Departed,3
12,Interstellar,3
12,Memento,4
12,Django Unchained,2
12,The Lion King,3
12,Finding Nemo,1
12,Up,3
12,Moana,3
12,WALL-E,3
12,Titanic,4
12,Avatar,3
12,The Avengers,3
12,Iron Man,4
12,Spider-Man,4
12,Batman Begins,4
12,Wonder Woman,5
12,Black Panther,4
12,Guardians of the Galaxy,4
12,The Notebook,4
12,Pride and Prejudice,4
12,La La Land,4
12,A Star Is Born,5
12,Crazy Rich Asians,5
12,The Fault in Our Stars,4
12,Me Before You,4
12,Superbad,5
12,The Hangover,2
12,Step Brothers,3
12,Anchorman,3
12,Wedding Crashers,1
12,Mean Girls,4
12,21 Jump Street,3
12,Tropic Thunder,4
12,A Quiet Place,3
12,Hereditary,2
13,The Shawshank Redemption,3
13,The Godfather,3
13,Inception,4
13,The Silence of the Lambs,1
13,The Usual Suspects,4
13,Saving Private Ryan,3
13,The Green Mile,2
13,Interstellar,3
13,The Prestige,4
13,Memento,1
13,Django Unchained,3
13,Toy Story,4
13,Finding Nemo,2
13,Moana,3
13,Monsters Inc,3
13,Avatar,3
13,Iron Man,4
13,Spider-Man,2
13,Guardians of the Galaxy,3
13,Pride and Prejudice,3
13,Crazy Rich Asians,2
13,Me Before You,3
13,The Hangover,5
13,Bridesmaids,4
13,Step Brothers,5
13,Anchorman,4
13,Wedding Crashers,4
13,Mean Girls,5
13,21 Jump Street,5
13,Tropic Thunder,4
13,The Conjuring,4
13,Get Out,4
13,A Quiet Place,4
13,It,4
13,Hereditary,3
13,The Exorcist,4
13,The Shining,5
13,Halloween,5
13,Scream,4
13,Nightmare on Elm Street,4
14,The Godfather,1
14,Inception,1
14,Saving Private Ryan,3
14,The Green Mile,4
14,The Departed,3
14,The Lion King,5
14,Toy Story,4
14,Finding Nemo,4
14,Up,5
14,Inside Out,4
14,Frozen,4
14,Moana,4
14,Coco,5
14,WALL-E,4
14,Monsters Inc,4
14,Titanic,4
14,Avatar,5
14,The Avengers,4
14,Iron Man,5
14,Spider-Man,5
14,Batman Begins,5
14,Wonder Woman,5
14,Black Panther,4
14,Guardians of the Galaxy,5
14,The Notebook,3
14,A Star Is Born,2
14,The Fault in Our Stars,3
14,Me Before You,3
14,Superbad,3
14,Anchorman,3
14,Wedding Crashers,2
14,Mean Girls,3
14,Tropic Thunder,2
14,It,3
14,The Exorcist,3
14,Halloween,1
14,Nightmare on Elm Street,4
15,The Shawshank Redemption,3
15,The Godfather,2
15,Pulp Fiction,2
15,The Matrix,3
15,Goodfellas,3
15,Se7en,3
15,Gladiator,2
15,The Green Mile,3
15,Braveheart,2
15,Interstellar,3
15,Memento,3
15,Django Unchained,2
15,Toy Story,2
15,Finding Nemo,3
15,Up,4
15,Inside Out,3
15,Coco,3
15,Titanic,3
15,Wonder Woman,3
15,Black Panther,3
15,Guardians of the Galaxy,1
15,Pride and Prejudice,4
15,La La Land,5
15,A Star Is Born,5
15,Crazy Rich Asians,5
15,The Fault in Our Stars,4
15,Me Before You,5
15,Superbad,4
15,The Hangover,4
15,Bridesmaids,4
15,Step Brothers,4
15,Anchorman,4
15,Wedding Crashers,3
15,Mean Girls,4
15,21 Jump Street,4
15,Tropic Thunder,4
15,The Conjuring,4
15,It,4
15,The Exorcist,3
15,The Shining,2
15,Halloween,2
16,The Godfather,4
16,The Dark Knight,2
16,Forrest Gump,2
16,Inception,2
16,The Departed,4
16,Interstellar,3
16,The Prestige,3
16,Django Unchained,2
16,The Lion King,5
16,Toy Story,4
16,Up,4
16,Inside Out,5
16,Frozen,4
16,Moana,4
16,Coco,4
16,WALL-E,4
16,Monsters Inc,5
16,Titanic,5
16,The Avengers,4
16,Iron Man,3
16,Spider-Man,4
16,Batman Begins,3
16,Wonder Woman,4
16,Black Panther,4
16,Guardians of the Galaxy,4
16,The Notebook,4
16,Step Brothers,2
16,Mean Girls,2
16,The Shining,1
16,Halloween,3
17,Pulp Fiction,3
17,The Matrix,3
17,Goodfellas,3
17,Inception,2
17,Se7en,3
17,Gladiator,3
17,Saving Private Ryan,2
17,The Green Mile,1
17,Braveheart,3
17,The Departed,5
17,Interstellar,1
17,The Lion King,3
17,Toy Story,2
17,Finding Nemo,1
17,Inside Out,2
17,Frozen,3
17,Moana,3
17,Coco,3
17,Titanic,2
17,The Avengers,3
17,Iron Man,3
17,Spider-Man,3
17,Batman Begins,1
17,Black Panther,3
17,Guardians of the Galaxy,3
17,Pride and Prejudice,4
17,La La Land,4
17,A Star Is Born,4
17,Crazy Rich Asians,4
17,The Fault in Our Stars,4
17,Me Before You,4
17,Superbad,4
17,The Hangover,5
17,Bridesmaids,3
17,Step Brothers,5
17,Anchorman,4
17,Wedding Crashers,3
17,Mean Girls,4
17,21 Jump Street,4
17,Tropic Thunder,4
17,Get Out,4
17,A Quiet Place,1
17,It,3
17,The Exorcist,3
17,Scream,3
17,Nightmare on Elm Street,4
18,The Dark Knight,3
18,Pulp Fiction,2
18,The Matrix,2
18,Goodfellas,1
18,Fight Club,3
18,Inception,4
18,The Silence of the Lambs,2
18,Se7en,2
18,The Usual Suspects,4
18,Gladiator,2
18,Saving Private Ryan,1
18,Braveheart,3
18,The Departed,2
18,Interstellar,3
18,Memento,3
18,Finding Nemo,3
18,Up,3
18,Frozen,2
18,WALL-E,4
18,Monsters Inc,2
18,Avatar,4
18,Iron Man,4
18,Spider-Man,4
18,Batman Begins,4
18,Black Panther,2
18,The Notebook,3
18,The Fault in Our Stars,1
18,Me Before You,2
18,The Hangover,4
18,Bridesmaids,3
18,Step Brothers,4
18,Anchorman,2
18,Wedding Crashers,5
18,Mean Girls,5
18,21 Jump Street,4
18,Tropic Thunder,4
18,The Conjuring,4
18,Get Out,4
18,A Quiet Place,5
18,It,4
18,Hereditary,4
18,The Exorcist,4
18,The Shining,4
18,Halloween,3
18,Scream,3
18,Nightmare on Elm Street,5
19,The Shawshank Redemption,3
19,The Godfather,4
19,The Dark Knight,3
19,Pulp Fiction,5
19,Forrest Gump,5
19,The Matrix,5
19,Goodfellas,4
19,Fight Club,4
19,Inception,3
19,The Silence of the Lambs,5
19,Se7en,3
19,The Usual Suspects,4
19,Gladiator,5
19,Saving Private Ryan,4
19,The Green Mile,4
19,Schindler's List,5
19,Braveheart,4
19,The Departed,4
19,Interstellar,3
19,The Prestige,4
19,Memento,4
19,Django Unchained,3
19,The Lion King,5
19,Toy Story,4
19,Finding Nemo,4
19,Up,5
19,Inside Out,5
19,Frozen,5
19,Moana,4
19,Coco,4
19,WALL-E,4
19,Monsters Inc,4
19,Titanic,3
19,The Avengers,3
19,Iron Man,3
19,Spider-Man,1
19,Batman Begins,3
19,Wonder Woman,3
19,Black Panther,1
19,Guardians of the Galaxy,3
19,Pride and Prejudice,1
19,La La Land,3
19,Crazy Rich Asians,3
19,Me Before You,3
19,Superbad,3
19,Bridesmaids,2
19,Step Brothers,3
19,Anchorman,4
19,Wedding Crashers,3
19,Mean Girls,2
19,21 Jump Street,3
19,Tropic Thunder,3
19,Get Out,4
19,A Quiet Place,5
19,Hereditary,3
19,The Exorcist,3
19,The Shining,3
19,Nightmare on Elm Street,3
20,The Godfather,3
20,The Dark Knight,3
20,Pulp Fiction,3
20,Forrest Gump,2
20,The Matrix,2
20,Goodfellas,2
20,Fight Club,1
20,Inception,3
20,The Silence of the Lambs,2
20,The Usual Suspects,3
20,Gladiator,2
20,The Green Mile,3
20,Schindler's List,3
20,Braveheart,3
20,The Departed,2
20,Interstellar,2
20,The Prestige,3
20,Memento,3
20,The Lion King,1
20,Toy Story,3
20,Finding Nemo,5
20,Inside Out,4
20,Frozen,3
20,Moana,3
20,Monsters Inc,3
20,Titanic,4
20,Iron Man,3
20,Batman Begins,2
20,Wonder Woman,2
20,Black Panther,3
20,The Notebook,2
20,Pride and Prejudice,3
20,La La Land,4
20,A Star Is Born,4
20,Crazy Rich Asians,4
20,The Fault in Our Stars,4
20,Me Before You,5
20,Superbad,4
20,The Hangover,4
20,Bridesmaids,5
20,Step Brothers,3
20,Anchorman,4
20,Wedding Crashers,4
20,Mean Girls,3
20,21 Jump Street,4
20,Tropic Thunder,4
20,A Quiet Place,3
20,The Exorcist,3
20,The Shining,4
20,Halloween,2
20,Scream,3
20,Nightmare on Elm Street,2
21,The Godfather,1
21,Forrest Gump,2
21,The Matrix,3
21,The Silence of the Lambs,3
21,Se7en,1
21,The Usual Suspects,3
21,Gladiator,2
21,The Green Mile,2
21,Schindler's List,2
21,Braveheart,3
21,The Departed,4
21,Interstellar,4
21,The Prestige,2
21,Memento,2
21,Django Unchained,3
21,The Lion King,4
21,Toy Story,4
21,Finding Nemo,4
21,Up,4
21,Inside Out,4
21,Frozen,4
21,Moana,4
21,Coco,5
21,WALL-E,2
21,Monsters Inc,3
21,Titanic,3
21,Avatar,5
21,The Avengers,4
21,Iron Man,4
21,Spider-Man,4
21,Batman Begins,4
21,Wonder Woman,4
21,Black Panther,5
21,Guardians of the Galaxy,4
21,The Notebook,5
21,Pride and Prejudice,3
21,La La Land,1
21,A Star Is Born,3
21,Crazy Rich Asians,3
21,The Fault in Our Stars,2
21,Me Before You,3
21,The Hangover,3
21,Bridesmaids,3
21,Step Brothers,2
21,Wedding Crashers,3
21,Mean Girls,3
21,Tropic Thunder,1
21,The Conjuring,3
21,A Quiet Place,3
21,It,1
21,Hereditary,3
21,The Exorcist,3
21,The Shining,3
21,Scream,3
22,The Shawshank Redemption,3
22,The Godfather,2
22,Pulp Fiction,1
22,The Silence of the Lambs,3
22,Se7en,5
22,The Usual Suspects,2
22,Gladiator,3
22,Saving Private Ryan,3
22,Schindler's List,3
22,Braveheart,3
22,The Departed,3
22,The Prestige,1
22,Memento,3
22,The Lion King,2
22,Finding Nemo,3
22,Moana,1
22,Coco,2
22,Titanic,3
22,The Avengers,1
22,Iron Man,2
22,Batman Begins,3
22,Guardians of the Galaxy,3
22,Pride and Prejudice,1
22,La La Land,1
22,A Star Is Born,3
22,Me Before You,3
22,Superbad,3
22,The Hangover,4
22,Bridesmaids,4
22,Step Brothers,4
22,Anchorman,4
22,Wedding Crashers,4
22,Mean Girls,4
22,21 Jump Street,4
22,Tropic Thunder,5
22,The Conjuring,4
22,Get Out,3
22,A Quiet Place,4
22,It,4
22,Hereditary,2
22,The Exorcist,4
22,The Shining,3
22,Halloween,4
22,Scream,4
22,Nightmare on Elm Street,4
23,The Godfather,4
23,Inception,3
23,Schindler's List,3
23,Braveheart,3
23,The Departed,2
23,Interstellar,2
23,The Lion King,3
23,Frozen,3
23,Coco,3
23,Monsters Inc,3
23,Titanic,1
23,Iron Man,3
23,Batman Begins,2
23,Guardians of the Galaxy,2
23,Pride and Prejudice,4
23,La La Land,5
23,A Star Is Born,3
23,Crazy Rich Asians,4
23,The Fault in Our Stars,5
23,Me Before You,4
23,Superbad,5
23,The Hangover,2
23,Bridesmaids,4
23,Step Brothers,5
23,Anchorman,3
23,Wedding Crashers,4
23,Mean Girls,3
23,Tropic Thunder,4
23,The Shining,1
23,Halloween,3
24,The Shawshank Redemption,4
24,The Godfather,4
24,The Dark Knight,4
24,Pulp Fiction,5
24,Forrest Gump,4
24,The Matrix,4
24,Goodfellas,4
24,Fight Club,3
24,The Silence of the Lambs,4
24,Se7en,4
24,The Usual Suspects,5
24,Gladiator,3
24,Saving Private Ryan,4
24,The Green Mile,4
24,Schindler's List,4
24,Braveheart,4
24,Interstellar,5
24,The Prestige,4
24,Memento,4
24,The Lion King,4
24,Toy Story,4
24,Finding Nemo,4
24,Up,4
24,Frozen,5
24,Coco,3
24,Monsters Inc,3
24,Guardians of the Galaxy,2
24,The Notebook,3
24,Me Before You,2
24,Anchorman,3
24,The Shining,3
24,Halloween,1
25,The Shawshank Redemption,4
25,The Godfather,4
25,The Dark Knight,4
25,Pulp Fiction,4
25,Forrest Gump,5
25,Goodfellas,4
25,Inception,4
25,The Silence of the Lambs,4
25,Se7en,4
25,The Usual Suspects,5
25,Gladiator,4
25,Saving Private Ryan,5
25,The Green Mile,4
25,Schindler's List,4
25,Braveheart,4
25,The Departed,5
25,The Prestige,4
25,Memento,5
25,Django Unchained,4
25,The Lion King,4
25,Toy Story,4
25,Finding Nemo,4
25,Up,3
25,Inside Out,3
25,Frozen,5
25,Moana,4
25,Coco,4
25,WALL-E,4
25,Monsters Inc,3
25,La La Land,2
25,Me Before You,2
25,Superbad,4
25,Step Brothers,2
25,21 Jump Street,4
25,It,3
25,Scream,3
26,The Matrix,3
26,Fight Club,4
26,Gladiator,3
26,Saving Private Ryan,3
26,Schindler's List,1
26,Interstellar,2
26,Memento,3
26,Django Unchained,3
26,The Lion King,3
26,Moana,4
26,Titanic,4
26,Avatar,4
26,The Avengers,5
26,Iron Man,3
26,Spider-Man,4
26,Batman Begins,3
26,Wonder Woman,4
26,Black Panther,5
26,Guardians of the Galaxy,4
26,The Notebook,4
26,Pride and Prejudice,4
26,La La Land,4
26,Crazy Rich Asians,4
26,The Fault in Our Stars,4
26,Me Before You,5
26,Superbad,4
26,Hereditary,3
26,The Exorcist,2
26,Scream,3
26,Nightmare on Elm Street,3
27,The Shawshank Redemption,1
27,The Dark Knight,1
27,Pulp Fiction,3
27,Inception,3
27,The Silence of the Lambs,5
27,Saving Private Ryan,3
27,The Green Mile,3
27,Schindler's List,3
27,Braveheart,3
27,The Prestige,4
27,Django Unchained,3
27,Finding Nemo,2
27,Up,3
27,Inside Out,1
27,Frozen,3
27,Moana,1
27,WALL-E,3
27,Monsters Inc,5
27,Titanic,4
27,Avatar,5
27,The Avengers,4
27,Iron Man,5
27,Spider-Man,4
27,Batman Begins,3
27,Wonder Woman,4
27,Black Panther,5
27,Guardians of the Galaxy,4
27,The Notebook,4
27,Pride and Prejudice,4
27,La La Land,4
27,A Star Is Born,4
27,Crazy Rich Asians,5
27,The Fault in Our Stars,4
27,Me Before You,4
27,Superbad,4
27,Bridesmaids,4
27,The Conjuring,2
27,Hereditary,4
27,The Exorcist,3
27,The Shining,2
27,Halloween,2
27,Nightmare on Elm Street,2
28,The Shawshank Redemption,1
28,The Godfather,3
28,The Dark Knight,3
28,Pulp Fiction,3
28,Forrest Gump,3
28,The Matrix,3
28,Goodfellas,3
28,Inception,4
28,Se7en,2
28,Gladiator,3
28,Saving Private Ryan,1
28,The Green Mile,3
28,Schindler's List,3
28,Braveheart,4
28,Interstellar,3
28,Memento,3
28,Django Unchained,3
28,The Lion King,5
28,Toy Story,4
28,Finding Nemo,4
28,Up,5
28,Inside Out,3
28,Frozen,4
28,Moana,3
28,Coco,4
28,WALL-E,4
28,Monsters Inc,4
28,Titanic,5
28,Avatar,4
28,The Avengers,5
28,Iron Man,5
28,Spider-Man,4
28,Batman Begins,4
28,Wonder Woman,4
28,Black Panther,4
28,Guardians of the Galaxy,4
28,The Notebook,5
28,Pride and Prejudice,4
28,La La Land,2
28,A Star Is Born,2
28,Crazy Rich Asians,3
28,Me Before You,4
28,Superbad,4
28,Bridesmaids,4
28,Step Brothers,3
28,Anchorman,2
28,Mean Girls,3
28,21 Jump Street,3
28,Tropic Thunder,3
28,The Conjuring,3
28,Get Out,2
28,A Quiet Place,1
28,Hereditary,3
28,The Exorcist,2
28,Halloween,3
28,Scream,3
28,Nightmare on Elm Street,2
29,The Shawshank Redemption,4
29,The Dark Knight,3
29,Forrest Gump,2
29,The Matrix,2
29,Goodfellas,5
29,Fight Club,1
29,The Silence of the Lambs,3
29,Gladiator,2
29,Saving Private Ryan,2
29,The Green Mile,3
29,Schindler's List,4
29,Braveheart,4
29,The Departed,2
29,Interstellar,1
29,The Prestige,3
29,Memento,3
29,Django Unchained,4
29,The Lion King,2
29,Toy Story,1
29,Finding Nemo,1
29,Up,2
29,Frozen,3
29,Moana,3
29,Coco,3
29,WALL-E,4
29,Titanic,3
29,Avatar,2
29,The Avengers,4
29,Iron Man,2
29,Spider-Man,2
29,Batman Begins,4
29,Wonder Woman,3
29,Black Panther,1
29,The Notebook,1
29,Pride and Prejudice,3
29,La La Land,4
29,A Star Is Born,5
29,Crazy Rich Asians,4
